இன்னும் நிறைய தமிழ் நிகழ்ச்சிகள் செய்ய வேண்டும் என்ற ஆர்வமும் உள்ளது
இ,425,570
ன்,570,595
னு,595,690
ம்,690,820
நி,820,960
றை,960,1055
ய,1055,1165
த,1165,1330
மி,1330,1420
ழ்,1420,1505
நி,1505,1680
க,1680,1775
ழ்,1775,1845
ச்,1845,1865
சி,1865,2075
க,2075,2240
ள்,2240,2305
செ,2635,2830
ய்,2830,2945
ய,2945,3075
வே,3075,3255
ண்,3255,3355
டு,3355,3395
ம்,3395,3590
எ,3650,4040
ன்,4040,4125
ற,4125,4290
ஆ,4290,4440
ர்,4440,4455
வ,4455,4550
மு,4550,4675
ம்,4675,4770
உ,4770,4875
ள்,4875,4965
ள,4965,4995
து,4995,5180
