இது தவறு என நீங்கள் கருதினால் இங்கே தெரிவியுங்கள் அல்லது எனக்கு மின்னஞ்சல் செய்யுங்கள்
இ,425,550
து,550,650
த,650,815
வ,815,910
று,910,950
எ,950,1155
ன,1155,1290
நீ,1290,1470
ங்,1470,1560
க,1560,1680
ள்,1680,1705
க,1705,1880
ரு,1880,1955
தி,1955,2070
னா,2070,2250
ல்,2250,2360
இ,2690,2810
ங்,2810,2900
கே,2900,3055
தெ,3055,3225
ரி,3225,3320
வி,3320,3400
யு,3400,3515
ங்,3515,3600
க,3600,3755
ள்,3755,3815
அ,4160,4265
ல்,4265,4340
ல,4340,4415
து,4415,4735
எ,4990,5150
ன,5150,5240
க்,5240,5270
கு,5270,5425
மி,5425,5580
ன்,5580,5595
ன,5595,5725
ஞ்,5725,5800
ச,5800,5905
ல்,5905,5985
செ,5985,6140
ய்,6140,6210
யு,6210,6330
ங்,6330,6400
க,6400,6505
ள்,6505,6540
