இவர்கள் யாழ்ப்பாணம் வவுனியா ஆகிய பகுதிகளில் இவர்களின் செயற்பாடு கூடுதலாக உள்ளது
இ,425,540
வ,540,655
ர்,655,675
க,675,855
ள்,855,930
யா,1210,1430
ழ்,1430,1525
ப்,1525,1565
பா,1565,1765
ண,1765,1840
ம்,1840,1945
வ,1945,2040
வு,2040,2140
னி,2140,2220
யா,2220,2555
ஆ,2890,3060
கி,3060,3180
ய,3180,3290
ப,3290,3465
கு,3465,3580
தி,3580,3725
க,3725,3810
ளி,3810,3900
ல்,3900,3960
இ,3960,4075
வ,4075,4190
ர்,4190,4230
க,4230,4360
ளி,4360,4455
ன்,4455,4550
செ,4550,4715
ய,4715,4855
ற்,4855,4885
பா,4885,5115
டு,5115,5355
கூ,5715,5855
டு,5855,5980
த,5980,6085
லா,6085,6255
க,6255,6360
உ,6360,6510
ள்,6510,6610
ள,6610,6640
து,6640,6800
