சங்கர் இயக்கத்தில் வெளிவந்த இத்திரைப்படத்தில் ஜெய்சங்கர் கே. ஆர். விஜயா மற்றும் பலரும் நடித்துள்ளனர்
ச,440,660
ங்,660,755
க,755,845
ர்,845,865
இ,865,960
ய,960,1090
க்,1090,1120
க,1120,1255
த்,1255,1285
தி,1285,1490
ல்,1490,1610
வெ,1960,2170
ளி,2170,2270
வ,2270,2380
ந்,2380,2455
த,2455,2495
இ,2495,2665
த்,2665,2720
தி,2720,2785
ரை,2785,2925
ப்,2925,2975
ப,2975,3075
ட,3075,3170
த்,3170,3210
தி,3210,3390
ல்,3390,3535
ஜெ,3835,4035
ய்,4035,4135
ச,4135,4305
ங்,4305,4385
க,4385,4480
ர்,4480,4505
கே,4505,4840
ஆ,5170,5360
ர்,5360,5455
வி,5760,5950
ஜ,5950,6020
யா,6020,6135
ம,6135,6385
ற்,6385,6440
று,6440,6600
ம்,6600,6615
ப,6615,7165
ல,7165,7290
ரு,7290,7395
ம்,7395,7415
ந,7415,7605
டி,7605,7735
த்,7735,7810
து,7810,7910
ள்,7910,7970
ள,7970,8070
ன,8070,8160
ர்,8160,8230
