கிருஷ்ணன் பஞ்சு இயக்கத்தில் வெளிவந்த இத்திரைப்படத்தில் விஜயகுமார் கே. ஆர். விஜயா மற்றும் பலரும் நடித்துள்ளனர்
கி,415,530
ரு,530,600
ஷ்,600,745
ண,745,845
ன்,845,925
ப,925,1055
ஞ்,1055,1125
சு,1125,1190
இ,1190,1395
ய,1395,1475
க்,1475,1515
க,1515,1645
த்,1645,1685
தி,1685,1865
ல்,1865,2010
வெ,2355,2560
ளி,2560,2660
வ,2660,2765
ந்,2765,2845
த,2845,2885
இ,2885,3055
த்,3055,3110
தி,3110,3175
ரை,3175,3315
ப்,3315,3380
ப,3380,3470
ட,3470,3560
த்,3560,3590
தி,3590,3780
ல்,3780,3930
வி,4275,4460
ஜ,4460,4530
ய,4530,4655
கு,4655,4740
மா,4740,4850
ர்,4850,4965
கே,4965,5125
ஆ,5125,5325
ர்,5655,5840
வி,5840,6340
ஜ,6340,6435
யா,6435,6520
ம,6520,6760
ற்,6760,6870
று,6870,6945
ம்,6945,7085
ப,7085,7325
ல,7615,7735
ரு,7735,7855
ம்,7855,7880
ந,7880,8015
டி,8015,8155
த்,8155,8220
து,8220,8335
ள்,8335,8400
ள,8400,8550
ன,8550,8615
ர்,8615,8655
