செல்வா கலைக்களஞ்சியத்தில் அனைத்து கட்டுரைகளும் விரிவாக இருக்க அவசியமில்லை தான்
செ,425,660
ல்,660,725
வா,725,910
க,910,1095
லை,1095,1250
க்,1250,1265
க,1265,1400
ள,1400,1470
ஞ்,1470,1545
சி,1545,1620
ய,1620,1735
த்,1735,1770
தி,1770,1955
ல்,1955,2100
அ,2435,2560
னை,2560,2685
த்,2685,2770
து,2770,3065
க,3355,3445
ட்,3445,3515
டு,3515,3675
ரை,3675,3840
க,3840,3920
ளு,3920,3980
ம்,3980,4195
வி,4510,4650
ரி,4650,4770
வா,4770,4965
க,4965,5230
இ,5530,5665
ரு,5665,5770
க்,5770,5790
க,5790,5970
அ,5970,6070
வ,6070,6150
சி,6150,6300
ய,6300,6375
மி,6375,6520
ல்,6520,6615
லை,6615,6825
தா,7205,7455
ன்,7455,7480
