விஜய நாராயணன் இயக்கத்தில் வெளிவந்த இத்திரைப்படத்தில் ஜெய்சங்கர் லக்ஸ்மி மற்றும் பலரும் நடித்துள்ளனர்
வி,435,625
ஜ,625,700
ய,700,830
நா,830,930
ரா,930,1095
ய,1095,1300
ண,1300,1360
ன்,1360,1415
இ,1415,1495
ய,1495,1680
க்,1680,1705
க,1705,1825
த்,1825,1870
தி,1870,2010
ல்,2010,2105
வெ,2105,2680
ளி,2680,2810
வ,2810,2955
ந்,2955,2990
த,2990,3100
இ,3100,3115
த்,3115,3285
தி,3285,3385
ரை,3385,3450
ப்,3450,3540
ப,3540,3665
ட,3665,3730
த்,3730,3785
தி,3785,3925
ல்,3925,4020
ஜெ,4020,4590
ய்,4590,4645
ச,4645,4875
ங்,4875,4920
க,4920,5045
ர்,5045,5095
ல,5095,5225
க்,5225,5295
ஸ்,5295,5345
மி,5345,5525
ம,5525,5710
ற்,5710,5750
று,5750,5925
ம்,5925,5940
ப,5940,6490
ல,6490,6615
ரு,6615,6715
ம்,6715,6730
ந,6730,6935
டி,6935,7060
த்,7060,7135
து,7135,7240
ள்,7240,7295
ள,7295,7395
ன,7395,7485
ர்,7485,7555
