திபெத்திய மொழி முதன்மையாக திபெத்திய மக்களால் பேசப்படும் ஒரு மொழி ஆகும்
தி,430,575
பெ,575,725
த்,725,790
தி,790,865
ய,865,955
மொ,955,1140
ழி,1140,1270
மு,1270,1450
த,1450,1550
ன்,1550,1630
மை,1630,1780
யா,1780,1930
க,1930,2195
தி,2570,2690
பெ,2690,2840
த்,2840,2885
தி,2885,2975
ய,2975,3070
ம,3070,3250
க்,3250,3275
க,3275,3435
ளா,3435,3565
ல்,3565,3630
பே,3630,3845
ச,3845,4000
ப்,4000,4045
ப,4045,4135
டு,4135,4235
ம்,4235,4450
ஒ,4715,4865
ரு,4865,4935
மொ,4935,5095
ழி,5095,5255
ஆ,5255,5405
கு,5405,5540
ம்,5540,5600
