சுந்தரம் ஆகியோரின் இயக்கத்தில் வெளிவந்த இத்திரைப்படத்தில் கண்ணன் துரைராஜ் மற்றும் பலரும் நடித்துள்ளனர்
சு,425,645
ந்,645,745
த,745,820
ர,820,875
ம்,875,995
ஆ,995,1125
கி,1125,1225
யோ,1225,1435
ரி,1435,1530
ன்,1530,1620
இ,1620,1700
ய,1700,1830
க்,1830,1860
க,1860,1995
த்,1995,2030
தி,2030,2220
ல்,2220,2360
வெ,2710,2915
ளி,2915,3010
வ,3010,3115
ந்,3115,3195
த,3195,3235
இ,3235,3405
த்,3405,3465
தி,3465,3535
ரை,3535,3665
ப்,3665,3725
ப,3725,3810
ட,3810,3910
த்,3910,3945
தி,3945,4135
ல்,4135,4265
க,4625,4765
ண்,4765,4780
ண,4780,4955
ன்,4955,5045
து,5045,5200
ரை,5200,5320
ரா,5320,5455
ஜ்,5455,5520
ம,5520,5670
ற்,5670,5695
று,5695,5850
ம்,5850,6070
ப,6365,6485
ல,6485,6595
ரு,6595,6645
ம்,6645,6765
ந,6765,6905
டி,6905,7045
த்,7045,7105
து,7105,7205
ள்,7205,7290
ள,7290,7370
ன,7370,7465
ர்,7465,7500
