நீங்கள் பகுப்பு பக்கத்தில் இட்ட இலக்குவனார் பற்றிய கட்டுரையை இலக்குவனார் என்று தனிப் பக்கத்து மாற்றியுள்ளேன்
நீ,420,650
ங்,650,780
க,780,940
ள்,940,1005
ப,1315,1435
கு,1435,1555
ப்,1555,1595
பு,1595,1705
ப,1705,1875
க்,1875,1905
க,1905,2040
த்,2040,2130
தி,2130,2260
ல்,2260,2400
இ,2715,2870
ட்,2870,2900
ட,2900,3030
இ,3030,3175
ல,3175,3275
க்,3275,3315
கு,3315,3405
வ,3405,3530
னா,3530,3685
ர்,3685,3710
ப,3710,3855
ற்,3855,3895
றி,3895,4075
ய,4075,4315
க,4655,4755
ட்,4755,4815
டு,4815,4970
ரை,4970,5055
யை,5055,5215
இ,5215,5335
ல,5335,5445
க்,5445,5475
கு,5475,5580
வ,5580,5690
னா,5690,5885
ர்,5885,5945
எ,6065,6405
ன்,6405,6490
று,6490,6620
த,6620,6795
னி,6795,6895
ப்,6895,6960
ப,6960,7070
க்,7070,7095
க,7095,7230
த்,7230,7260
து,7260,7410
மா,7410,7575
ற்,7575,7600
றி,7600,7785
யு,7785,7910
ள்,7910,8010
ளே,8010,8120
ன்,8120,8145
