எடுத்துச்செல்லக்கூடிய பெருநிறுவனங்கள் அதிக மார்க்கெட் கேப்பிட்டலைசேஷன் கொண்ட
எ,245,590
டு,590,675
த்,675,695
து,695,840
ச்,840,855
செ,855,1015
ல்,1015,1110
ல,1110,1190
க்,1190,1205
கூ,1205,1355
டி,1355,1430
ய,1430,1580
பெ,1580,1755
ரு,1755,1845
நி,1845,1965
று,1965,2030
வ,2030,2150
ன,2150,2245
ங்,2245,2330
க,2330,2495
ள்,2495,2780
அ,2905,3020
தி,3020,3160
க,3160,3410
மா,3410,3985
ர்,3985,4040
க்,4040,4055
கெ,4055,4210
ட்,4210,4290
கே,4290,4475
ப்,4475,4505
பி,4505,4640
ட்,4640,4675
ட,4675,4795
லை,4795,4945
சே,4945,5150
ஷ,5150,5285
ன்,5285,5315
கொ,5315,5470
ண்,5470,5540
ட,5540,5640
