புத்தகங்கள் வாங்கும் அளவுக்கு வசதி இல்லை என்பதுதான் உண்மையான காரணம்
பு,415,540
த்,540,565
த,565,735
க,735,855
ங்,855,940
க,940,1065
ள்,1065,1085
வா,1085,1275
ங்,1275,1345
கு,1345,1415
ம்,1415,1530
அ,1530,1660
ள,1660,1730
வு,1730,1830
க்,1830,1850
கு,1850,1995
வ,1995,2135
ச,2135,2285
தி,2285,2500
இ,2500,2525
ல்,2525,2630
லை,2630,2805
எ,2805,3300
ன்,3300,3375
ப,3375,3475
து,3475,3590
தா,3590,3730
ன்,3730,3815
உ,3815,3940
ண்,3940,4035
மை,4035,4145
யா,4145,4305
ன,4305,4400
கா,4400,4635
ர,4635,4715
ண,4715,4790
ம்,4790,4840
