நீங்கள் உருவாக்கிய பேச்சுப் பக்கங்களில் சில கருத்துக்களை இட்டுள்ளேன்
நீ,420,655
ங்,655,780
க,780,940
ள்,940,1005
உ,1280,1395
ரு,1395,1425
வா,1425,1630
க்,1630,1665
கி,1665,1780
ய,1780,1905
பே,1905,2110
ச்,2110,2230
சு,2230,2315
ப்,2315,2350
ப,2350,2495
க்,2495,2530
க,2530,2675
ங்,2675,2765
க,2765,2850
ளி,2850,2945
ல்,2945,3025
சி,3025,3225
ல,3225,3360
க,3360,3540
ரு,3540,3595
த்,3595,3620
து,3620,3745
க்,3745,3775
க,3775,3925
ளை,3925,4055
இ,4055,4195
ட்,4195,4245
டு,4245,4390
ள்,4390,4485
ளே,4485,4600
ன்,4600,4630
