கிருஷ்ணன் இயக்கத்தில் வெளிவந்த இத்திரைப்படத்தில் ஜெய்சங்கர் லக்ஸ்மி மற்றும் பலரும் நடித்துள்ளனர்
கி,415,530
ரு,530,600
ஷ்,600,745
ண,745,840
ன்,840,920
இ,920,990
ய,990,1140
க்,1140,1160
க,1160,1300
த்,1300,1340
தி,1340,1525
ல்,1525,1670
வெ,2010,2220
ளி,2220,2315
வ,2315,2420
ந்,2420,2500
த,2500,2545
இ,2545,2710
த்,2710,2775
தி,2775,2830
ரை,2830,2970
ப்,2970,3025
ப,3025,3120
ட,3120,3215
த்,3215,3250
தி,3250,3435
ல்,3435,3580
ஜெ,3880,4080
ய்,4080,4185
ச,4185,4350
ங்,4350,4435
க,4435,4525
ர்,4525,4555
ல,4555,4720
க்,4720,4780
ஸ்,4780,4890
மி,4890,5045
ம,5045,5180
ற்,5180,5205
று,5205,5370
ம்,5370,5580
ப,5890,6010
ல,6010,6120
ரு,6120,6160
ம்,6160,6280
ந,6280,6435
டி,6435,6565
த்,6565,6590
து,6590,6725
ள்,6725,6805
ள,6805,6890
ன,6890,6980
ர்,6980,7025
